4485923368513585 122026 234, valid, visa
4485000566429573 92026 842, invalid, visa
4716867423328938 112023 206, invalid, visa
4929409950555774 102026 676, invalid, visa
4532455572639735 32023 100, invalid, visa
4532985486953384 22026 968, invalid, visa
4539986887613752 22023 783, invalid, visa
4916135176926433 42023 940, invalid, visa
4024007138502397 92025 762, invalid, visa
4485581990788627 92023 232, invalid, visa
4428895083858349 42023 154, invalid, visa
4485689111344251 82027 916, invalid, visa
4539912012209522 32024 517, invalid, visa
4024007105231830 62024 346, invalid, visa
4532712238979180 82028 611, invalid, visa
4246423722357571 12025 755, valid, visa
4539112266047054 22028 165, invalid, visa
4539152874951743 72024 641, invalid, visa
4485327392170786 32024 554, invalid, visa
4916792633167843 112025 636, invalid, visa
4024007196378995 42023 876, invalid, visa
4929126600002664 22024 257, invalid, visa
4650235127504311 52029 960, invalid, visa
4929498547940599 72024 184, invalid, visa
4024007112742167 122023 126, invalid, visa
4716535715764678 12023 224, invalid, visa
4532450849496753 122023 346, invalid, visa
4716714526136711 102028 231, invalid, visa
4556147720542280 32025 432, invalid, visa
4539402110243136 82026 805, invalid, visa
4485285116881627 52027 825, invalid, visa
4716324164633944 42024 658, invalid, visa
4816355331427819 82023 236, invalid, visa
4916539998564142 112026 238, valid, visa
4532854493181449 32026 821, invalid, visa
4539254150376858 112023 904, valid, visa
4929791129794164 102023 496, valid, visa
4212223357518426 112025 152, invalid, visa
4593590296159028 102025 764, valid, visa
4556800968364714 32025 766, invalid, visa
4532857639739806 32026 279, invalid, visa
4024007157904805 52026 272, invalid, visa
4024007196507239 72026 722, invalid, visa
4582995814429790 32024 788, valid, visa
4929830070145313 22024 863, valid, visa
4929032658857464 32023 401, invalid, visa
4532641141756759 102028 704, invalid, visa
4539141090518733 82029 404, invalid, visa
4024007179241939 42027 275, invalid, visa
4929729788205056 72025 983, invalid, visa
4244460738346943 52026 583, invalid, visa
4405372419465642 52026 881, invalid, visa
4024007114224586 52023 575, invalid, visa
4716407741509636 102029 314, invalid, visa
4556451609542332 22024 782, invalid, visa
4024007101826872 42028 539, invalid, visa
4929644462435525 112025 116, invalid, visa
4485071508499123 42028 803, valid, visa
4556894738294780 32023 517, valid, visa
4532430090897438 72023 751, invalid, visa
4539068012019419 112025 823, invalid, visa
4716094772426193 62027 419, invalid, visa
4916711875069517 92026 299, invalid, visa
4716990119720083 32027 930, valid, visa
4556564625483453 102028 561, invalid, visa
4716899503327472 22027 445, valid, visa
4532610479305448 22027 487, invalid, visa
4485309822233178 42027 963, invalid, visa
4929677221442788 122028 272, invalid, visa
4532132350218996 52024 345, invalid, visa
4556543027467785 112027 702, invalid, visa
4485089331269851 22028 540, invalid, visa
4485237347970711 112024 225, invalid, visa
4716771792413679 112026 456, invalid, visa
4929883698852554 22028 941, invalid, visa
4024007113643117 72023 175, invalid, visa
4539745406953168 52028 518, invalid, visa
4024007101134624 72024 885, invalid, visa
4238150751033654 122023 152, invalid, visa
4532154084858343 22023 233, invalid, visa
4716946679305707 62026 846, invalid, visa
4916222396957024 32026 119, invalid, visa
4024007165924043 42028 145, invalid, visa
4024007187886618 72028 559, invalid, visa
4276883229841240 122026 506, invalid, visa
4175749448205958 62023 912, invalid, visa
4363397267091216 32027 704, invalid, visa
4929014088252433 42025 998, invalid, visa
4916917924449762 52024 238, invalid, visa
4916097711458571 62025 633, invalid, visa
4556736571185049 52029 671, invalid, visa
4532923516183433 62025 839, invalid, visa
4556551932436100 32023 615, invalid, visa
4929568020235780 42025 532, invalid, visa
4916568078143949 112028 684, invalid, visa
4916587605096743 32028 869, invalid, visa
4532447521330904 112024 487, invalid, visa
4532663870051616 52022 643, invalid, visa
4024007123290107 72025 564, invalid, visa
4128509709730468 112024 215, invalid, visa
4485296731784062 92023 797, invalid, visa
4821064389833828 52025 134, invalid, visa
4485585710325594 122025 139, valid, visa
4024007142320679 72023 717, invalid, visa
4024007113638976 112023 122, invalid, visa
4532539924338425 72027 970, invalid, visa
4916505825745725 92028 314, invalid, visa
4532975591318987 92027 172, invalid, visa
4716060544041206 112028 656, invalid, visa
4539244804010847 52025 544, invalid, visa
4556404703454706 12024 462, invalid, visa
4539211835020558 102026 930, invalid, visa
4485634256972706 42022 331, invalid, visa
4621358206227491 22024 202, valid, visa
4916754965674846 22026 457, invalid, visa
4556986875401580 82024 566, invalid, visa
4916020587829113 112024 970, invalid, visa
4929950701612810 72023 616, invalid, visa
4716604083304887 102025 885, valid, visa
4916443153976813 82022 978, invalid, visa
4485580070049769 62023 174, invalid, visa
4929518578364490 52026 773, invalid, visa
4485107638470202 122028 945, invalid, visa
4929761710553162 92027 631, invalid, visa
4532719009038641 112028 692, invalid, visa
4929599144486504 22026 748, invalid, visa
4532985071243233 52024 795, invalid, visa
4556321527737175 62026 428, invalid, visa
4170763098161432 32028 338, invalid, visa
4024007144319976 32025 161, invalid, visa
4916521758553275 112023 327, invalid, visa
4716712728370096 92025 772, invalid, visa
4716679991156504 52022 310, invalid, visa
4539675768481179 82023 205, invalid, visa
4485955151329092 92027 361, invalid, visa
4556702602826415 102023 735, invalid, visa
4716341275941008 42027 237, invalid, visa
4024007190596964 32022 502, invalid, visa
4848501753701221 32028 885, invalid, visa
4929394229530578 82027 271, invalid, visa
4532912233467989 72028 270, invalid, visa
4539418230182558 92026 312, invalid, visa
4024007131509746 102028 407, invalid, visa
4024007196600075 122028 194, invalid, visa
4024007117722743 72023 795, invalid, visa
4024007115184466 22025 568, invalid, visa
4716393171181403 52024 163, valid, visa
4485055000069872 72027 120, invalid, visa
4916214665977023 62028 945, invalid, visa
4024007185312054 72025 370, invalid, visa
4539180273439259 52025 253, invalid, visa
4532027589584780 62027 650, invalid, visa
4485498675681177 102024 461, invalid, visa
4485480298154436 112027 885, invalid, visa
4024007130363095 82023 235, valid, visa
4485070402910631 42025 591, invalid, visa
4608268262576896 112024 269, invalid, visa
4929043330439902 82028 699, invalid, visa
4485331609559211 62023 860, invalid, visa
4539560676620706 102029 832, invalid, visa
4485899415164244 32026 946, invalid, visa
4485902280282511 112024 580, invalid, visa
4539629343791446 102023 285, invalid, visa
4539657339677014 62023 770, invalid, visa
4532783402178669 22025 363, invalid, visa
4539396828765580 52027 865, invalid, visa
4916472844177168 62026 291, invalid, visa
4485964667819935 72025 542, invalid, visa
4024007132579144 62025 331, invalid, visa
4556701908633681 22023 173, invalid, visa
4929342337733014 22026 305, invalid, visa
4716348571631183 22022 939, invalid, visa
4556375784974236 42023 632, invalid, visa
4716744659681621 42027 287, invalid, visa
4024007176820735 112027 392, valid, visa
4485459053732404 112024 461, valid, visa
4660967250206490 112024 551, invalid, visa
4916316133382361 112029 550, invalid, visa
4485941202862661 72023 505, invalid, visa
4485366091149329 122025 244, invalid, visa
4532623888207089 72023 397, invalid, visa
4024007196785496 42028 844, invalid, visa
4532914623214088 112027 523, invalid, visa
4532626906837639 62028 540, invalid, visa
4485510396705836 42026 850, invalid, visa
4556253494245884 82024 807, invalid, visa
4532346623701162 112027 780, invalid, visa
4532992374812532 72024 527, invalid, visa
4716787346000549 22025 839, invalid, visa
4916408134033232 32023 566, valid, visa
4179155195902282 12026 699, invalid, visa
4916785520493959 12025 374, invalid, visa
4532363638355249 22028 788, invalid, visa
4916815208981189 112028 858, valid, visa
4024007195526305 32028 207, invalid, visa
4024007191531176 12025 920, valid, visa
4929724401255307 112024 862, invalid, visa
4539002623831011 42028 627, invalid, visa
4485449187826347 42025 254, valid, visa
4556863718891980 112028 189, invalid, visa
4916231645254786 62027 609, invalid, visa
4485771993672320 42024 648, invalid, visa
4716064938182949 52028 589, invalid, visa
4556095145271177 82028 960, valid, visa
4532745470335521 92028 945, invalid, visa
4024007108186585 92028 371, invalid, visa
4539462803820525 92028 339, invalid, visa
4201803672896814 32024 232, invalid, visa
4485391356018639 122024 335, invalid, visa
4532002497887583 72023 452, invalid, visa
4556396757696317 122027 514, invalid, visa
4485791699614251 62027 760, invalid, visa
4929245049513386 32027 113, invalid, visa
4024007145599295 32028 768, invalid, visa
4556913119622821 82022 782, invalid, visa
4485711841353111 42028 242, invalid, visa
4020591229756834 82029 953, invalid, visa
4803209218191011 62026 572, invalid, visa
4024007148145666 22026 811, invalid, visa
4916198078602114 12023 922, invalid, visa
4323792019024979 32025 268, invalid, visa
4716062135566898 52026 497, invalid, visa
4916137905187089 82022 133, invalid, visa
4024007128182986 32029 315, invalid, visa
4532341217500971 72025 847, invalid, visa
4929842682309112 112023 618, invalid, visa
4716701938472107 32023 179, invalid, visa
4916592026563438 32025 200, invalid, visa
4716107116336959 92022 475, invalid, visa
4556133767189524 92029 756, invalid, visa
4556546350905081 102025 978, invalid, visa
4485182599322817 32026 885, invalid, visa
4532051923923850 92025 435, invalid, visa
4024007127327871 62024 812, invalid, visa
4716986059257961 112025 231, invalid, visa
4716678270472921 112024 780, invalid, visa
4174982660871287 22023 809, invalid, visa
4485155015271057 82027 644, invalid, visa
4929969713935035 32025 489, invalid, visa
4485194833031989 122026 884, invalid, visa
4485078756084226 82025 385, invalid, visa
4532630759840765 62025 757, invalid, visa
4539924274384240 42026 427, valid, visa
4024007171693103 112026 130, invalid, visa
4556411428144066 92022 633, invalid, visa
4532219549539521 62026 947, invalid, visa
4716415124122893 22028 218, invalid, visa
4916879192890756 82026 449, invalid, visa
4485854678368156 92027 967, invalid, visa
4916604080971876 22026 265, invalid, visa
4556839746353615 12026 896, invalid, visa
4929511402762187 72029 662, invalid, visa
4325536981967410 42029 442, invalid, visa
4539630956145722 112022 104, invalid, visa
4916227979825597 62026 322, invalid, visa
4556455144567522 62022 664, invalid, visa
4929228364877487 122024 139, invalid, visa
4682182028075649 82028 307, invalid, visa
4556504378939400 82027 721, invalid, visa
4024007182330455 42023 524, invalid, visa
4916666165604409 62028 502, invalid, visa
4929557362598673 82024 322, invalid, visa
4916056061536634 22023 483, invalid, visa
4539229566861594 32025 441, invalid, visa
4539694047903994 112028 576, invalid, visa
4485502376480829 112027 735, invalid, visa
4556358334848241 102025 116, invalid, visa
4455747468585268 82029 235, invalid, visa
4532968395299602 92025 831, invalid, visa
4024007147669484 22026 286, invalid, visa
4025664751018249 102028 382, invalid, visa
4532489490685579 122022 128, valid, visa
4556456430136667 42027 359, valid, visa
4539036685449312 72028 863, valid, visa
4916052865147330 62025 469, invalid, visa
4024007199271015 102026 646, invalid, visa
4716633122824431 12025 174, invalid, visa
4929060634309052 112025 171, invalid, visa
4916464658077857 52025 629, invalid, visa
4532192103094029 72025 349, valid, visa
4485252431957219 82022 901, invalid, visa
4716089352566210 102029 602, invalid, visa
4485234476481537 72027 595, invalid, visa
4916453171788587 62025 814, invalid, visa
4485281816775607 42027 555, invalid, visa
4024007107847922 82022 915, invalid, visa
4556377194552792 42023 192, valid, visa
4655809070916543 72026 259, invalid, visa
4063428635018483 42026 470, invalid, visa
4929336182094639 112028 506, invalid, visa
4585261310490977 92023 221, invalid, visa
4024007127873148 72023 921, invalid, visa
4539802375062578 52027 630, invalid, visa
4539913216748471 122025 960, invalid, visa
4916008881246225 32027 157, invalid, visa
4539592809633959 112027 160, invalid, visa
4556104285534236 22029 321, invalid, visa
4024007105343890 32024 426, invalid, visa
4916964642415030 72028 237, invalid, visa
4929453355341224 92023 628, invalid, visa
4539826611029505 52022 255, invalid, visa
4024007150165016 122023 886, invalid, visa
4024007101670759 72027 401, invalid, visa
4485149818357007 32025 595, valid, visa
4532931863234105 32028 850, invalid, visa
4787314032333516 32023 471, invalid, visa
4024007132800482 22023 375, invalid, visa
4485604385854760 22022 684, invalid, visa
4532317401741639 72023 451, invalid, visa
